TxHash,BlockNumber,UnixTimestamp,FromAddress,ToAddress,TokenContractAddress,Type,TokenDecimals,TokenSymbol,TokensTransferred,TransactionFee,Status,ErrCode
0x9bef856834bb011e52d0d61f734b0d449d214376b6b191cd44907db1b00c04cd,27648638,2025-09-11 06:11:11.000000Z,0x17600FE2F9f66c4587DBbBdb2ef81850f06565Da,0xc068BF6834d4fA0dFD8F24Aa4c8989300A4a0C5f,0xE0e0981D19eF2E0a57Cc48CA60D9454eD2D53fEB,IN,18,GODS,30117001378708029626,2482271011057389,ok,
0x357f697306afe4f8a4298632483522d89d0c6e4fcb952d81f11c9b89df3ba2ec,27656305,2025-09-11 10:26:45.000000Z,0x9FaBFa7B1C4ba60797e52b834c5228314f1acBb0,0xc068BF6834d4fA0dFD8F24Aa4c8989300A4a0C5f,0xE0e0981D19eF2E0a57Cc48CA60D9454eD2D53fEB,IN,18,GODS,34635000000000000,408210001818390,ok,
